TX_LOSS,TX_DELAY,TX_JITTER,RX_LOSS,RX_DELAY,RX_JITTER
0,907,78,0,841,6
0,937,119,0,836,8
0,937,115,0,833,9
0,919,97,0,843,11
0,970,196,0,846,7
0,907,89,0,853,8
0,902,92,0,856,19
0,899,90,0,899,90
0,880,53,0,880,53
0,895,73,0,895,73
0,879,51,0,879,51
0,874,40,0,874,40
0,886,63,0,886,63
0,875,45,0,875,45
0,846,147,0,1079,155
0,899,93,0,852,7
0,904,102,0,851,7
0,904,92,0,847,6
0,900,85,0,848,8
0,916,109,0,848,7
0,920,117,0,849,7
0,907,98,0,849,6
0,897,80,0,847,7
0,916,102,0,843,7
0,915,111,0,844,9
0,916,102,0,841,8
0,903,77,0,840,8
0,907,89,0,844,6
0,905,93,0,848,7
0,918,120,0,851,8
0,928,140,0,853,7
0,926,148,0,854,11
0,953,169,0,852,9
0,893,83,0,850,6
0,903,81,0,850,8
0,917,117,0,852,8
0,909,114,0,851,6
0,933,148,0,850,6
0,931,138,0,851,12
0,940,132,0,848,9
0,903,87,0,843,8
0,929,118,0,839,8
0,969,153,0,838,8
0,907,87,0,840,9
0,926,119,0,844,7
0,912,115,0,850,7
0,923,122,0,853,6
0,873,64,0,859,6
0,888,88,0,862,5
0,890,101,0,864,7
0,908,121,0,865,8
0,912,126,0,868,9
0,920,152,0,864,6
0,899,112,0,864,6
0,895,96,0,862,7
0,914,131,0,856,5
0,965,192,0,850,7
0,925,121,0,850,6
0,896,90,0,851,6
0,939,157,0,854,7
0,921,141,0,856,6
0,892,89,0,861,6
0,914,135,0,860,7
0,891,91,0,860,7
0,895,82,0,854,7
0,901,87,0,849,8
0,940,118,0,848,11
0,874,41,0,874,41
0,885,60,0,885,60
0,881,52,0,881,52
0,888,61,0,915,61
0,895,75,0,895,75
0,883,50,0,883,50
0,883,64,0,883,64
0,891,70,0,891,70
0,928,122,0,849,6
0,953,176,0,848,11
0,1073,340,0,848,7
0,986,228,0,846,7
0,1068,365,0,844,8
0,945,134,0,841,7
0,910,96,0,843,5
0,901,81,0,846,6
0,899,87,0,850,6
0,885,68,0,852,7
0,901,101,0,855,7
0,887,78,0,856,6
0,904,110,0,858,6
0,894,106,0,861,6
0,928,148,0,862,7
0,892,91,0,860,6
0,904,100,0,857,7
0,897,86,0,850,7
0,910,113,0,849,11
0,909,103,0,847,9
0,910,106,0,845,6
0,897,83,0,848,8
0,908,106,0,848,8
0,929,124,0,847,6
0,908,93,0,845,5
0,890,67,0,845,8
0,900,84,0,844,6
0,897,84,0,848,7
0,888,72,0,849,8
0,895,79,0,848,8
0,877,55,0,848,5
0,892,81,0,848,6
0,950,184,0,848,6
0,900,94,0,847,7
0,908,105,0,845,7
0,970,189,0,847,9
0,898,78,0,846,8
0,895,80,0,848,7
0,876,51,0,847,7
0,901,99,0,847,5
0,891,72,0,845,7
0,911,105,0,841,6
0,907,86,0,838,8
0,908,77,0,836,6
0,899,83,0,843,7
0,924,127,0,846,5
0,907,114,0,851,6
0,903,116,0,857,10
0,909,131,0,858,6
0,903,115,0,858,6
0,949,203,0,862,8
0,886,97,0,863,6
0,890,38,0,864,31
0,864,30,0,864,30
0,875,45,0,875,45
0,895,133,0,900,101
0,920,120,0,920,120
0,887,71,0,887,71
0,864,27,0,864,27
0,866,125,0,1238,32
0,938,161,0,1174,8
0,993,241,0,844,11
0,962,192,0,843,6
0,919,129,0,843,5
0,869,38,0,847,7
0,878,52,0,846,7
0,890,73,0,844,7
0,880,57,0,843,6
0,883,62,0,845,5
0,885,70,0,847,5
0,889,69,0,848,5
0,892,77,0,846,7
0,891,70,0,842,6
0,878,46,0,841,6
0,883,55,0,840,5
0,889,67,0,842,6
0,896,89,0,844,5
0,872,41,0,845,6
0,891,76,0,844,6
0,870,42,0,846,6
0,883,61,0,847,7
0,880,57,0,845,6
0,884,61,0,841,6
0,872,35,0,841,6
0,874,41,0,840,6
0,905,103,0,843,6
0,907,117,0,847,5
0,864,36,0,848,6
0,880,55,0,849,7
0,872,41,0,846,6
0,883,64,0,845,5
0,880,63,0,845,5
0,887,73,0,848,6
0,899,92,0,849,6
0,874,55,0,850,6
0,891,91,0,850,8
0,890,79,0,849,7
0,878,56,0,848,6
0,872,49,0,846,5
0,874,50,0,847,6
0,872,50,0,851,9
0,862,32,0,849,6
0,862,34,0,852,7
0,864,39,0,850,5
0,871,50,0,852,6
0,870,57,0,853,5
0,887,77,0,851,6
0,867,43,0,850,6
0,863,38,0,850,7
0,857,27,0,849,5
0,869,48,0,849,7
0,865,38,0,848,6
0,906,65,0,874,47
0,868,38,0,868,38
0,873,54,0,873,54
0,948,88,0,917,77
0,868,42,0,868,42
0,863,30,0,863,30
0,863,30,0,863,30
0,854,34,0,902,37
0,878,58,0,1470,8
0,905,89,0,840,5
0,883,60,0,842,6
0,863,36,0,847,6
0,864,44,0,855,7
0,867,65,0,860,7
0,849,36,0,862,7
0,854,41,0,863,6
0,865,65,0,860,5
0,860,45,0,858,6
0,860,45,0,859,6
0,876,70,0,856,5
0,863,43,0,852,5
0,874,58,0,849,7
0,877,61,0,846,5
0,882,61,0,845,6
0,863,29,0,844,4
0,880,60,0,846,6
0,872,47,0,844,5
0,871,48,0,845,5
0,870,45,0,844,5
0,884,71,0,844,5
0,880,53,0,845,5
0,877,63,0,846,5
0,876,60,0,847,6
0,868,46,0,848,5
0,867,40,0,846,6
0,871,51,0,845,4
0,862,33,0,847,4
0,889,89,0,848,6
0,874,53,0,848,5
0,891,85,0,849,7
0,870,46,0,847,5
0,866,34,0,845,4
0,876,56,0,845,4
0,871,41,0,842,5
0,909,100,0,843,6
0,874,47,0,842,7
0,886,59,0,836,7
0,874,34,0,833,4
0,874,31,0,833,5
0,875,31,0,834,5
0,887,50,0,836,5
0,868,30,0,839,5
0,884,61,0,838,6
0,906,104,0,838,5
0,878,50,0,837,5
0,885,67,0,840,6
0,864,23,0,840,6
0,891,84,0,845,5
0,912,138,0,850,5
0,890,102,0,855,5
0,887,59,0,857,19
0,859,23,0,859,23
0,860,27,0,860,27
0,859,23,0,859,23
0,865,31,0,865,31
0,868,40,0,868,40
0,872,50,0,872,50
0,852,14,0,852,14
0,852,40,0,851,7
0,865,44,0,851,7
0,866,46,0,848,4
0,862,34,0,847,4
0,872,47,0,845,5
0,871,40,0,843,4
0,881,68,0,847,7
0,879,68,0,846,5
0,864,39,0,846,6
0,859,30,0,846,6
0,870,49,0,845,4
0,879,62,0,844,5
0,870,41,0,843,7
0,896,82,0,840,6
0,881,58,0,840,4
0,858,21,0,841,5
0,866,33,0,843,5
0,862,34,0,845,4
0,876,54,0,847,7
0,877,62,0,846,5
0,873,56,0,848,4
0,871,49,0,846,5
0,860,33,0,847,4
0,863,36,0,846,5
0,861,31,0,845,5
0,874,54,0,847,6
0,891,86,0,846,6
0,877,45,0,843,5
0,876,42,0,838,5
0,878,36,0,832,5
0,881,35,0,829,5
0,881,37,0,828,4
0,886,54,0,834,5
0,865,26,0,841,5
0,860,29,0,847,5
0,863,46,0,855,5
0,858,48,0,856,4
0,843,26,0,861,5
0,858,55,0,862,6
0,851,45,0,862,5
0,853,43,0,860,5
0,856,52,0,861,4
0,863,56,0,862,6
0,856,46,0,857,5
0,867,55,0,851,5
0,866,51,0,850,5
0,865,38,0,847,5
0,862,31,0,843,4
0,867,38,0,843,5
0,873,47,0,843,5
0,863,30,0,842,4
0,886,56,0,843,6
0,887,36,0,851,19
0,853,16,0,853,16
0,852,14,0,852,14
0,861,27,0,861,27
0,857,23,0,857,23
0,858,23,0,858,23
0,854,19,0,854,19
0,849,17,0,855,16
0,866,37,0,883,62
0,870,35,0,837,4
0,868,27,0,839,5
0,865,27,0,838,5
0,868,30,0,838,5
0,860,16,0,837,5
0,863,21,0,836,4
0,866,23,0,837,7
0,867,23,0,834,4
0,870,37,0,839,5
0,869,40,0,841,4
0,859,25,0,844,4
0,866,39,0,845,4
0,861,35,0,847,4
0,860,34,0,846,4
0,944,181,0,846,4
0,892,99,0,850,5
0,962,212,0,856,7
0,852,40,0,856,5
0,847,32,0,861,5
0,848,45,0,864,4
0,846,39,0,865,5
0,862,67,0,864,5
0,858,51,0,860,5
0,847,34,0,859,4
0,846,25,0,856,5
0,861,44,0,852,4
0,858,32,0,849,4
0,871,54,0,846,6
0,863,31,0,842,4
0,870,45,0,841,5
0,863,25,0,840,4
0,888,69,0,840,5
0,906,77,0,842,6
0,898,103,0,844,4
0,873,49,0,844,4
0,911,120,0,842,4
0,884,64,0,841,6
0,873,44,0,840,5
0,862,27,0,841,4
0,865,26,0,841,5
0,870,42,0,842,6
0,866,34,0,840,4
0,871,36,0,839,4
0,871,32,0,835,5
0,885,44,0,831,6
0,879,34,0,828,4
0,879,33,0,831,5
0,876,38,0,834,4
0,878,40,0,836,4
0,864,27,0,841,4
0,863,35,0,847,6
0,877,24,0,850,17
0,855,19,0,855,19
0,854,19,0,854,19
0,874,24,0,872,21
0,858,26,0,858,26
0,860,28,0,860,28
0,854,18,0,854,18
0,850,11,0,850,11
0,560,27,0,1182,15
0,870,51,0,846,5
0,875,57,0,842,4
0,861,20,0,838,4
0,863,17,0,838,4
0,875,49,0,838,4
0,863,28,0,841,4
0,873,50,0,840,4
0,873,41,0,838,5
0,875,42,0,838,7
0,864,16,0,834,5
0,878,40,0,835,4
0,877,54,0,842,5
0,865,55,0,853,7
0,851,35,0,857,4
0,844,27,0,859,4
0,856,50,0,860,5
0,870,77,0,859,5
0,864,60,0,859,7
0,852,40,0,862,6
0,842,26,0,861,4
0,857,53,0,858,4
0,856,38,0,853,4
0,858,35,0,851,5
0,868,46,0,848,6
0,881,67,0,845,5
0,857,17,0,845,5
0,881,56,0,839,5
0,878,39,0,836,7
0,870,28,0,834,4
0,876,47,0,837,6
0,870,43,0,840,4
0,871,43,0,843,7
0,861,28,0,843,4
0,866,45,0,845,4
0,867,44,0,847,5
0,867,47,0,846,5
0,858,27,0,847,4
0,853,23,0,847,5
0,859,30,0,848,8
0,868,39,0,841,4
0,873,41,0,837,5
0,882,52,0,837,6
0,869,32,0,837,4
0,874,44,0,838,6
0,871,42,0,839,5
0,864,25,0,839,4
0,883,53,0,834,6
0,914,101,0,834,6
0,878,52,0,838,8
0,857,24,0,844,4
0,866,45,0,849,4
0,881,38,0,849,21
0,858,26,0,858,26
0,866,35,0,866,35
0,857,31,0,857,29
0,856,21,0,856,21
0,858,20,0,858,20
0,857,21,0,857,21
0,862,30,0,862,30
0,858,22,0,858,22
0,858,45,0,855,4
0,871,61,0,853,6
0,872,55,0,848,5
0,872,51,0,846,6
0,859,28,0,846,5
0,876,52,0,846,5
0,872,44,0,842,5
0,874,43,0,847,9
0,871,46,0,846,7
0,876,55,0,846,7
0,884,64,0,844,4
0,871,41,0,841,5
0,879,46,0,838,6
0,888,71,0,840,5
0,871,39,0,841,6
0,874,45,0,841,5
0,868,35,0,840,6
0,865,26,0,840,5
0,871,39,0,840,6
0,876,50,0,842,5
0,871,46,0,844,4
0,871,49,0,846,6
0,873,50,0,845,5
0,868,42,0,846,6
0,870,46,0,846,5
0,877,61,0,846,5
0,886,68,0,845,6
0,884,60,0,840,5
0,904,90,0,836,5
0,886,53,0,835,6
0,876,37,0,836,5
0,873,36,0,840,6
0,869,35,0,840,6
0,871,36,0,842,5
0,883,59,0,840,5
0,871,37,0,840,6
0,880,57,0,840,7
0,881,56,0,839,4
0,875,42,0,840,6
0,891,72,0,843,7
0,899,89,0,848,8
0,885,80,0,851,5
0,897,102,0,853,9
0,859,49,0,859,7
0,859,47,0,858,6
0,858,40,0,857,5
0,851,28,0,856,5
0,877,74,0,858,7
0,882,88,0,858,5
0,867,58,0,857,5
0,886,87,0,856,6
0,902,70,0,852,28
0,859,21,0,859,21
0,868,41,0,868,41
0,860,42,0,867,40
0,876,54,0,876,54
0,867,36,0,867,36
0,866,37,0,866,37
0,860,27,0,860,27
0,502,78,0,1260,25
0,903,102,0,845,6
0,892,82,0,845,7
0,892,81,0,845,8
0,878,60,0,847,5
0,889,72,0,846,7
0,888,75,0,843,5
0,907,91,0,840,8
0,896,83,0,840,6
0,897,92,0,847,5
0,890,93,0,854,6
0,904,103,0,856,9
0,878,70,0,853,6
0,895,85,0,849,6
0,899,92,0,846,8
0,913,106,0,842,7
0,905,93,0,843,7
0,882,67,0,846,7
0,887,67,0,848,5
0,892,81,0,851,7
0,885,75,0,854,11
0,895,90,0,856,8
0,890,94,0,855,7
0,895,85,0,851,8
0,909,108,0,848,9
0,903,86,0,846,9
0,897,72,0,841,6
0,912,103,0,840,8
0,953,175,0,838,8
0,906,95,0,841,8
0,895,86,0,848,6
0,886,87,0,855,6
0,885,83,0,858,6
0,882,87,0,863,5
0,865,63,0,867,9
0,889,100,0,867,8
0,880,86,0,864,8
0,885,88,0,861,9
0,866,52,0,858,7
0,884,82,0,854,6
0,882,68,0,852,6
0,885,73,0,848,6
0,907,96,0,849,10
0,902,81,0,848,15
0,902,83,0,845,12
0,931,128,0,842,8
0,895,77,0,847,13
0,892,72,0,847,6
0,897,87,0,852,14
0,892,90,0,851,10
0,892,78,0,849,9
0,885,65,0,848,9
0,933,147,0,846,10
0,899,50,0,867,50
0,870,38,0,870,38
0,874,46,0,874,46
0,877,49,0,877,49
0,887,68,0,887,68
0,885,60,0,885,60
0,891,59,0,891,59
0,874,43,0,874,43
0,907,100,0,845,8
0,909,111,0,848,8
0,887,86,0,856,8
0,934,146,0,863,10
0,891,107,0,867,11
0,875,73,0,863,6
0,884,94,0,864,7
0,906,121,0,861,6
0,929,147,0,859,7
0,909,121,0,862,12
0,880,66,0,853,7
0,906,101,0,849,8
0,917,112,0,848,9
0,899,81,0,846,9
0,933,131,0,847,10
0,935,144,0,845,7
0,917,115,0,844,8
0,914,110,0,845,10
0,909,103,0,849,10
0,930,129,0,852,11
0,907,105,0,852,8
0,916,129,0,854,6
0,906,105,0,856,7
0,912,104,0,855,10
0,903,96,0,853,10
0,889,79,0,851,8
0,981,253,0,849,7
0,915,119,0,851,11
0,925,122,0,846,7
0,920,124,0,846,7
0,910,106,0,848,9
0,899,100,0,852,9
0,913,110,0,856,11
0,924,141,0,856,8
0,893,90,0,858,10
0,900,98,0,858,10
0,931,160,0,852,6
0,899,92,0,853,8
0,893,87,0,854,10
0,892,78,0,853,10
0,898,91,0,857,19
0,903,91,0,849,7
0,887,69,0,849,7
0,924,127,0,847,7
0,912,113,0,850,10
0,884,67,0,849,8
0,903,105,0,852,6
